,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY,YEAR
829,21-1099,"Community and Social Service Specialists, All Other",detailed,101230.0,1.5,21.53,44780.0,0.8,12.27,15.47,19.99,26.05,33.72,25530.0,32170.0,41570.0,54180.0,70130.0,,,2018
830,25-3020,Self-Enrichment Education Teachers,broad,238710.0,1.5,21.46,44630.0,0.8,9.71,12.79,18.48,26.91,37.1,20190.0,26610.0,38440.0,55970.0,77170.0,,,2018
831,25-3021,Self-Enrichment Education Teachers,detailed,238710.0,1.5,21.46,44630.0,0.8,9.71,12.79,18.48,26.91,37.1,20190.0,26610.0,38440.0,55970.0,77170.0,,,2018
832,43-4060,"Eligibility Interviewers, Government Programs",broad,140590.0,3.1,21.45,44620.0,0.6,14.41,16.95,21.35,25.51,29.04,29970.0,35270.0,44400.0,53060.0,60390.0,,,2018
833,43-4061,"Eligibility Interviewers, Government Programs",detailed,140590.0,3.1,21.45,44620.0,0.6,14.41,16.95,21.35,25.51,29.04,29970.0,35270.0,44400.0,53060.0,60390.0,,,2018
834,47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",detailed,11860.0,6.6,21.41,44530.0,2.0,12.01,14.87,19.25,26.6,35.31,24980.0,30930.0,40040.0,55340.0,73440.0,,,2018
835,51-2030,Engine and Other Machine Assemblers,broad,37770.0,3.7,21.4,44520.0,2.1,13.11,15.99,20.86,27.03,30.26,27270.0,33270.0,43390.0,56220.0,62940.0,,,2018
836,51-2031,Engine and Other Machine Assemblers,detailed,37770.0,3.7,21.4,44520.0,2.1,13.11,15.99,20.86,27.03,30.26,27270.0,33270.0,43390.0,56220.0,62940.0,,,2018
837,53-3032,Heavy and Tractor-Trailer Truck Drivers,detailed,1748140.0,0.6,21.39,44500.0,0.2,13.22,16.45,20.42,25.5,30.77,27510.0,34210.0,42480.0,53030.0,64000.0,,,2018
838,27-4013,Radio Operators,detailed,770.0,6.5,21.39,44490.0,2.7,10.19,14.25,21.31,27.91,32.29,21190.0,29640.0,44330.0,58060.0,67160.0,,,2018
839,47-2041,Carpet Installers,detailed,26120.0,5.0,21.25,44200.0,2.0,10.32,13.62,18.67,26.86,35.99,21470.0,28320.0,38830.0,55860.0,74860.0,,,2018
840,51-4040,Machinists,broad,378320.0,0.9,21.23,44160.0,0.3,12.71,16.06,20.48,25.74,30.67,26430.0,33410.0,42600.0,53540.0,63790.0,,,2018
841,51-4041,Machinists,detailed,378320.0,0.9,21.23,44160.0,0.3,12.71,16.06,20.48,25.74,30.67,26430.0,33410.0,42600.0,53540.0,63790.0,,,2018
842,27-2020,"Athletes, Coaches, Umpires, and Related Workers",broad,265160.0,1.4,*,43940.0,1.0,*,*,*,*,*,18660.0,22060.0,32200.0,51230.0,77410.0,,,2018
843,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",detailed,49760.0,2.8,21.1,43890.0,1.3,12.85,15.37,18.81,24.26,33.47,26730.0,31960.0,39120.0,50460.0,69620.0,,,2018
844,39-9031,Fitness Trainers and Aerobics Instructors,detailed,280080.0,1.3,21.02,43720.0,0.7,9.44,12.0,18.85,27.01,35.83,19640.0,24970.0,39210.0,56190.0,74520.0,,,2018
845,41-1011,First-Line Supervisors of Retail Sales Workers,detailed,1200180.0,0.4,20.95,43580.0,0.2,11.91,14.53,18.54,24.42,31.79,24780.0,30230.0,38550.0,50790.0,66120.0,,,2018
846,45-2020,Animal Breeders,broad,1800.0,12.2,20.89,43450.0,2.9,12.3,13.96,18.06,25.31,33.24,25590.0,29030.0,37560.0,52640.0,69130.0,,,2018
847,45-2021,Animal Breeders,detailed,1800.0,12.2,20.89,43450.0,2.9,12.3,13.96,18.06,25.31,33.24,25590.0,29030.0,37560.0,52640.0,69130.0,,,2018
848,43-5040,"Meter Readers, Utilities",broad,33860.0,2.7,20.87,43410.0,1.1,11.25,14.01,18.86,25.67,32.72,23400.0,29140.0,39240.0,53400.0,68050.0,,,2018
849,43-5041,"Meter Readers, Utilities",detailed,33860.0,2.7,20.87,43410.0,1.1,11.25,14.01,18.86,25.67,32.72,23400.0,29140.0,39240.0,53400.0,68050.0,,,2018
850,51-4121,"Welders, Cutters, Solderers, and Brazers",detailed,377250.0,0.9,20.87,43410.0,0.3,13.2,15.99,19.35,24.25,30.37,27460.0,33260.0,40240.0,50450.0,63170.0,,,2018
851,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,17820.0,7.2,20.83,43330.0,1.4,12.39,15.85,20.51,25.1,29.73,25760.0,32970.0,42650.0,52210.0,61840.0,,,2018
852,53-3021,"Bus Drivers, Transit and Intercity",detailed,176140.0,1.8,20.81,43290.0,2.1,11.94,14.85,19.61,25.76,32.62,24830.0,30890.0,40780.0,53570.0,67860.0,,,2018
853,47-2151,Pipelayers,detailed,38690.0,2.7,20.77,43210.0,1.0,12.67,14.84,18.46,25.32,33.26,26360.0,30870.0,38400.0,52670.0,69180.0,,,2018
854,51-4010,Computer Control Programmers and Operators,broad,168450.0,1.4,20.72,43100.0,0.5,12.85,15.72,19.56,24.5,30.02,26720.0,32700.0,40680.0,50960.0,62440.0,,,2018
855,49-3020,Automotive Technicians and Repairers,broad,804200.0,0.6,20.68,43020.0,0.3,11.05,14.35,19.12,25.81,31.67,22990.0,29840.0,39780.0,53690.0,65860.0,,,2018
856,47-2230,Solar Photovoltaic Installers,broad,9000.0,10.6,20.68,43010.0,1.8,13.83,16.2,18.98,23.85,29.61,28760.0,33700.0,39490.0,49610.0,61580.0,,,2018
857,47-2231,Solar Photovoltaic Installers,detailed,9000.0,10.6,20.68,43010.0,1.8,13.83,16.2,18.98,23.85,29.61,28760.0,33700.0,39490.0,49610.0,61580.0,,,2018
858,35-2013,"Cooks, Private Household",detailed,500.0,25.2,20.67,42990.0,10.5,10.91,13.17,18.4,26.05,30.48,22680.0,27400.0,38280.0,54180.0,63400.0,,,2018
859,51-4120,"Welding, Soldering, and Brazing Workers",broad,416000.0,0.9,20.67,42980.0,0.3,13.07,15.86,19.19,24.06,30.13,27190.0,33000.0,39910.0,50050.0,62670.0,,,2018
860,19-4010,Agricultural and Food Science Technicians,broad,21120.0,3.0,20.63,42910.0,1.0,12.67,15.42,19.19,24.0,30.16,26350.0,32070.0,39910.0,49920.0,62740.0,,,2018
861,19-4011,Agricultural and Food Science Technicians,detailed,21120.0,3.0,20.63,42910.0,1.0,12.67,15.42,19.19,24.0,30.16,26350.0,32070.0,39910.0,49920.0,62740.0,,,2018
862,43-2090,Miscellaneous Communications Equipment Operators,broad,1980.0,5.8,20.63,42910.0,2.6,11.35,15.11,19.94,25.44,30.42,23600.0,31430.0,41480.0,52920.0,63280.0,,,2018
863,43-2099,"Communications Equipment Operators, All Other",detailed,1980.0,5.8,20.63,42910.0,2.6,11.35,15.11,19.94,25.44,30.42,23600.0,31430.0,41480.0,52920.0,63280.0,,,2018
864,29-2070,Medical Records and Health Information Technicians,broad,204220.0,1.0,20.59,42820.0,0.4,12.41,14.9,18.83,24.69,31.06,25810.0,30990.0,39180.0,51350.0,64610.0,,,2018
865,29-2071,Medical Records and Health Information Technicians,detailed,204220.0,1.0,20.59,42820.0,0.4,12.41,14.9,18.83,24.69,31.06,25810.0,30990.0,39180.0,51350.0,64610.0,,,2018
866,47-2180,Roofers,broad,121170.0,1.8,20.57,42780.0,0.9,12.31,15.06,18.74,24.49,31.18,25590.0,31330.0,38970.0,50940.0,64860.0,,,2018
867,47-2181,Roofers,detailed,121170.0,1.8,20.57,42780.0,0.9,12.31,15.06,18.74,24.49,31.18,25590.0,31330.0,38970.0,50940.0,64860.0,,,2018
868,49-9094,Locksmiths and Safe Repairers,detailed,17500.0,4.3,20.54,42730.0,1.3,11.03,14.59,19.56,25.82,30.7,22940.0,30340.0,40680.0,53700.0,63860.0,,,2018
869,49-3023,Automotive Service Technicians and Mechanics,detailed,639700.0,0.7,20.51,42660.0,0.3,10.87,14.12,19.02,25.77,31.46,22610.0,29370.0,39550.0,53590.0,65430.0,,,2018
870,43-3090,Miscellaneous Financial Clerks,broad,32260.0,3.8,20.49,42630.0,0.9,12.8,15.68,19.22,24.13,29.76,26620.0,32620.0,39970.0,50180.0,61890.0,,,2018
871,43-3099,"Financial Clerks, All Other",detailed,32260.0,3.8,20.49,42630.0,0.9,12.8,15.68,19.22,24.13,29.76,26620.0,32620.0,39970.0,50180.0,61890.0,,,2018
872,27-2022,Coaches and Scouts,detailed,235400.0,1.5,*,42540.0,0.9,*,*,*,*,*,18670.0,22180.0,32270.0,51010.0,75400.0,,,2018
873,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",detailed,48450.0,2.7,20.45,42540.0,1.1,11.78,14.65,18.77,24.79,31.2,24510.0,30470.0,39040.0,51570.0,64900.0,,,2018
874,49-9061,Camera and Photographic Equipment Repairers,detailed,3650.0,11.2,20.44,42510.0,2.7,11.46,14.2,19.6,25.64,30.3,23840.0,29540.0,40770.0,53320.0,63030.0,,,2018
875,49-9099,"Installation, Maintenance, and Repair Workers, All Other",detailed,153850.0,2.4,20.43,42500.0,0.6,11.27,14.24,18.65,25.25,31.24,23440.0,29610.0,38800.0,52530.0,64980.0,,,2018
876,27-2030,Dancers and Choreographers,broad,15240.0,5.7,20.41,42450.0,2.7,8.99,10.03,17.15,26.55,37.82,18690.0,20870.0,35680.0,55230.0,78670.0,,,2018
877,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,155090.0,1.0,20.37,42380.0,0.5,11.85,14.55,18.86,24.67,31.06,24640.0,30260.0,39230.0,51320.0,64610.0,,,2018
878,47-2022,Stonemasons,detailed,11990.0,7.2,20.37,42370.0,2.6,11.58,14.18,18.72,24.5,30.58,24090.0,29500.0,38940.0,50960.0,63600.0,,,2018
879,21-1094,Community Health Workers,detailed,54760.0,2.1,20.36,42340.0,0.8,12.09,14.86,18.45,24.22,31.01,25150.0,30900.0,38370.0,50390.0,64500.0,,,2018
880,43-3060,Procurement Clerks,broad,70510.0,1.3,20.35,42320.0,0.3,13.29,16.38,20.15,23.89,28.0,27640.0,34070.0,41910.0,49690.0,58240.0,,,2018
881,43-3061,Procurement Clerks,detailed,70510.0,1.3,20.35,42320.0,0.3,13.29,16.38,20.15,23.89,28.0,27640.0,34070.0,41910.0,49690.0,58240.0,,,2018
882,47-4090,Miscellaneous Construction and Related Workers,detailed,34720.0,4.3,20.3,42220.0,1.9,12.24,14.7,18.29,23.8,31.03,25460.0,30570.0,38040.0,49510.0,64550.0,,,2018
883,47-4090,Miscellaneous Construction and Related Workers,broad,34720.0,4.3,20.3,42220.0,1.9,12.24,14.7,18.29,23.8,31.03,25460.0,30570.0,38040.0,49510.0,64550.0,,,2018
884,51-9070,Jewelers and Precious Stone and Metal Workers,broad,25710.0,4.1,20.28,42180.0,1.9,10.69,13.36,18.25,24.31,31.32,22240.0,27790.0,37960.0,50560.0,65140.0,,,2018
885,51-9071,Jewelers and Precious Stone and Metal Workers,detailed,25710.0,4.1,20.28,42180.0,1.9,10.69,13.36,18.25,24.31,31.32,22240.0,27790.0,37960.0,50560.0,65140.0,,,2018
886,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",detailed,198520.0,1.2,20.26,42150.0,0.6,11.48,14.45,18.65,24.33,31.22,23880.0,30060.0,38790.0,50600.0,64940.0,,,2018
887,43-5030,Dispatchers,broad,293970.0,0.8,20.24,42110.0,0.4,11.78,14.71,18.79,24.29,30.75,24500.0,30600.0,39090.0,50520.0,63970.0,,,2018
888,21-1090,Miscellaneous Community and Social Service Specialists,broad,685810.0,0.8,20.23,42090.0,0.7,11.08,13.9,18.11,24.2,32.44,23050.0,28920.0,37670.0,50330.0,67480.0,,,2018
889,43-5031,"Police, Fire, and Ambulance Dispatchers",detailed,95450.0,0.8,20.2,42020.0,0.4,12.46,15.24,19.06,24.21,30.13,25920.0,31700.0,39640.0,50370.0,62680.0,,,2018
890,51-9081,Dental Laboratory Technicians,detailed,35630.0,2.8,20.19,41990.0,0.8,11.23,14.21,18.59,24.47,30.52,23350.0,29570.0,38670.0,50890.0,63480.0,,,2018
891,51-9197,Tire Builders,detailed,21910.0,8.2,20.18,41980.0,2.5,12.31,14.62,19.34,26.21,29.54,25610.0,30400.0,40230.0,54520.0,61440.0,,,2018
892,27-4020,Photographers,broad,49320.0,2.0,20.17,41940.0,1.9,9.33,11.15,15.62,24.43,36.09,19400.0,23190.0,32490.0,50820.0,75080.0,,,2018
893,27-4021,Photographers,detailed,49320.0,2.0,20.17,41940.0,1.9,9.33,11.15,15.62,24.43,36.09,19400.0,23190.0,32490.0,50820.0,75080.0,,,2018
894,47-2141,"Painters, Construction and Maintenance",detailed,221340.0,1.2,20.12,41840.0,0.7,12.11,14.8,18.25,24.0,30.59,25200.0,30790.0,37960.0,49920.0,63620.0,,,2018
895,47-2140,Painters and Paperhangers,broad,224050.0,1.2,20.11,41830.0,0.7,12.12,14.8,18.24,23.99,30.58,25200.0,30780.0,37950.0,49900.0,63600.0,,,2018
896,51-4051,Metal-Refining Furnace Operators and Tenders,detailed,17610.0,3.9,20.08,41770.0,1.5,11.97,15.45,19.85,24.14,28.88,24890.0,32140.0,41300.0,50210.0,60080.0,,,2018
897,51-5111,Prepress Technicians and Workers,detailed,31500.0,2.3,20.08,41770.0,0.8,11.84,14.98,19.19,24.37,29.76,24630.0,31160.0,39910.0,50700.0,61900.0,,,2018
898,27-3012,Public Address System and Other Announcers,detailed,7920.0,6.2,20.07,41740.0,5.4,8.81,10.18,13.67,22.99,39.14,18330.0,21170.0,28440.0,47820.0,81410.0,,,2018
899,39-1000,Supervisors of Personal Care and Service Workers,minor,244300.0,1.2,20.04,41690.0,0.4,11.34,14.1,18.51,24.39,30.91,23580.0,29330.0,38500.0,50730.0,64290.0,,,2018
900,49-9011,Mechanical Door Repairers,detailed,21010.0,5.7,19.93,41460.0,1.0,12.82,15.57,19.0,23.53,28.64,26660.0,32380.0,39510.0,48940.0,59570.0,,,2018
901,49-3051,Motorboat Mechanics and Service Technicians,detailed,21160.0,3.7,19.88,41350.0,1.1,11.47,14.73,18.73,24.37,29.78,23860.0,30650.0,38960.0,50680.0,61940.0,,,2018
902,51-4050,"Metal Furnace Operators, Tenders, Pourers, and Casters",broad,25210.0,3.7,19.81,41210.0,1.1,12.1,15.28,19.35,23.82,28.67,25160.0,31770.0,40250.0,49540.0,59620.0,,,2018
903,27-1012,Craft Artists,detailed,4730.0,7.2,19.8,41180.0,2.5,9.76,12.38,16.8,24.21,34.45,20300.0,25740.0,34940.0,50360.0,71650.0,,,2018
904,43-3030,"Bookkeeping, Accounting, and Auditing Clerks",broad,1532340.0,0.4,19.76,41110.0,0.1,11.83,15.1,18.87,23.73,29.17,24600.0,31400.0,39240.0,49360.0,60670.0,,,2018
905,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,1532340.0,0.4,19.76,41110.0,0.1,11.83,15.1,18.87,23.73,29.17,24600.0,31400.0,39240.0,49360.0,60670.0,,,2018
906,43-9040,Insurance Claims and Policy Processing Clerks,broad,277130.0,1.7,19.76,41090.0,0.4,12.86,15.5,18.65,23.24,28.53,26750.0,32230.0,38790.0,48340.0,59340.0,,,2018
907,43-9041,Insurance Claims and Policy Processing Clerks,detailed,277130.0,1.7,19.76,41090.0,0.4,12.86,15.5,18.65,23.24,28.53,26750.0,32230.0,38790.0,48340.0,59340.0,,,2018
908,43-9022,Word Processors and Typists,detailed,65200.0,2.8,19.74,41070.0,1.6,12.87,15.79,19.11,23.28,27.91,26770.0,32850.0,39740.0,48420.0,58040.0,,,2018
909,43-6000,Secretaries and Administrative Assistants,minor,3613300.0,0.3,19.74,41060.0,0.1,11.37,14.25,18.21,23.8,30.22,23650.0,29630.0,37870.0,49510.0,62870.0,,,2018
910,43-6010,Secretaries and Administrative Assistants,broad,3613300.0,0.3,19.74,41060.0,0.1,11.37,14.25,18.21,23.8,30.22,23650.0,29630.0,37870.0,49510.0,62870.0,,,2018
911,51-9060,"Inspectors, Testers, Sorters, Samplers, and Weighers",broad,537500.0,0.7,19.73,41040.0,0.4,10.85,13.64,17.95,23.95,30.99,22560.0,28370.0,37340.0,49810.0,64450.0,,,2018
912,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",detailed,537500.0,0.7,19.73,41040.0,0.4,10.85,13.64,17.95,23.95,30.99,22560.0,28370.0,37340.0,49810.0,64450.0,,,2018
913,51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",detailed,144660.0,1.5,19.72,41010.0,0.5,12.63,15.32,18.86,23.52,28.57,26270.0,31860.0,39230.0,48910.0,59420.0,,,2018
914,33-9093,Transportation Security Screeners,detailed,42470.0,0.3,19.69,40960.0,0.6,16.34,17.81,19.51,20.86,23.13,34000.0,37040.0,40580.0,43390.0,48100.0,,,2018
915,47-2142,Paperhangers,detailed,2710.0,14.2,19.68,40930.0,4.3,12.32,14.28,17.8,23.25,30.05,25630.0,29700.0,37030.0,48360.0,62500.0,,,2018
916,49-3041,Farm Equipment Mechanics and Service Technicians,detailed,34410.0,2.2,19.65,40880.0,0.6,12.52,15.35,18.91,23.63,28.53,26040.0,31920.0,39340.0,49160.0,59350.0,,,2018
917,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,11030.0,4.8,19.65,40870.0,1.5,11.91,14.04,17.92,23.5,29.74,24770.0,29200.0,37270.0,48880.0,61850.0,,,2018
918,33-3040,Parking Enforcement Workers,broad,8660.0,3.5,19.63,40840.0,1.4,11.25,14.06,18.76,24.78,29.66,23390.0,29240.0,39030.0,51540.0,61690.0,,,2018
919,33-3041,Parking Enforcement Workers,detailed,8660.0,3.5,19.63,40840.0,1.4,11.25,14.06,18.76,24.78,29.66,23390.0,29240.0,39030.0,51540.0,61690.0,,,2018
920,41-3040,Travel Agents,broad,67330.0,2.2,19.64,40840.0,1.0,10.26,13.25,17.78,23.7,29.96,21350.0,27570.0,36990.0,49300.0,62320.0,,,2018
921,41-3041,Travel Agents,detailed,67330.0,2.2,19.64,40840.0,1.0,10.26,13.25,17.78,23.7,29.96,21350.0,27570.0,36990.0,49300.0,62320.0,,,2018
922,45-4020,Logging Workers,broad,37730.0,2.5,19.63,40830.0,1.1,11.8,14.91,18.67,23.32,28.73,24540.0,31010.0,38840.0,48510.0,59760.0,,,2018
923,49-9030,Home Appliance Repairers,broad,32250.0,3.9,19.61,40790.0,1.1,11.14,14.28,18.35,23.95,29.64,23170.0,29710.0,38160.0,49820.0,61660.0,,,2018
924,49-9031,Home Appliance Repairers,detailed,32250.0,3.9,19.61,40790.0,1.1,11.14,14.28,18.35,23.95,29.64,23170.0,29710.0,38160.0,49820.0,61660.0,,,2018
925,45-4029,"Logging Workers, All Other",detailed,3290.0,7.8,19.58,40730.0,3.0,11.54,16.05,19.11,22.91,27.17,24000.0,33390.0,39740.0,47650.0,56520.0,,,2018
926,43-4160,"Human Resources Assistants, Except Payroll and Timekeeping",broad,134570.0,0.9,19.57,40700.0,0.2,12.83,15.79,18.98,23.04,27.41,26690.0,32840.0,39480.0,47930.0,57020.0,,,2018
927,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",detailed,134570.0,0.9,19.57,40700.0,0.2,12.83,15.79,18.98,23.04,27.41,26690.0,32840.0,39480.0,47930.0,57020.0,,,2018
928,43-4190,Miscellaneous Information and Record Clerks,broad,161250.0,1.2,19.56,40690.0,0.3,12.12,15.0,19.16,23.44,27.62,25200.0,31200.0,39860.0,48750.0,57450.0,,,2018
929,43-4199,"Information and Record Clerks, All Other",detailed,161250.0,1.2,19.56,40690.0,0.3,12.12,15.0,19.16,23.44,27.62,25200.0,31200.0,39860.0,48750.0,57450.0,,,2018
930,41-0000,Sales and Related Occupations,major,14522580.0,0.2,19.56,40680.0,0.2,8.8,10.06,12.99,22.3,37.42,18310.0,20920.0,27020.0,46380.0,77820.0,,,2018
931,51-4000,Metal Workers and Plastic Workers,minor,1895150.0,0.5,19.54,40650.0,0.2,11.76,14.46,18.37,23.56,29.27,24470.0,30080.0,38210.0,49000.0,60890.0,,,2018
932,43-4130,Loan Interviewers and Clerks,broad,227430.0,1.6,19.52,40610.0,0.4,12.0,15.16,18.78,23.44,28.32,24960.0,31540.0,39060.0,48760.0,58910.0,,,2018
933,43-4131,Loan Interviewers and Clerks,detailed,227430.0,1.6,19.52,40610.0,0.4,12.0,15.16,18.78,23.44,28.32,24960.0,31540.0,39060.0,48760.0,58910.0,,,2018
934,47-2131,"Insulation Workers, Floor, Ceiling, and Wall",detailed,31100.0,4.3,19.52,40600.0,1.2,11.76,14.32,17.81,22.93,29.68,24460.0,29790.0,37050.0,47690.0,61730.0,,,2018
935,47-4070,Septic Tank Servicers and Sewer Pipe Cleaners,broad,26250.0,3.1,19.52,40590.0,0.9,12.05,14.48,18.25,23.6,29.45,25070.0,30120.0,37950.0,49080.0,61250.0,,,2018
936,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,detailed,26250.0,3.1,19.52,40590.0,0.9,12.05,14.48,18.25,23.6,29.45,25070.0,30120.0,37950.0,49080.0,61250.0,,,2018
937,39-1020,First-Line Supervisors of Personal Service Workers,broad,213620.0,1.3,19.5,40550.0,0.4,11.22,13.85,18.01,23.6,30.01,23340.0,28820.0,37450.0,49090.0,62430.0,,,2018
938,39-1021,First-Line Supervisors of Personal Service Workers,detailed,213620.0,1.3,19.5,40550.0,0.4,11.22,13.85,18.01,23.6,30.01,23340.0,28820.0,37450.0,49090.0,62430.0,,,2018
939,51-2040,Structural Metal Fabricators and Fitters,broad,77600.0,2.0,19.47,40490.0,0.7,12.47,15.08,18.49,23.02,28.38,25940.0,31370.0,38450.0,47880.0,59040.0,,,2018
940,51-2041,Structural Metal Fabricators and Fitters,detailed,77600.0,2.0,19.47,40490.0,0.7,12.47,15.08,18.49,23.02,28.38,25940.0,31370.0,38450.0,47880.0,59040.0,,,2018
941,51-9082,Medical Appliance Technicians,detailed,13640.0,4.5,19.45,40460.0,1.1,11.28,13.97,17.88,23.24,29.41,23460.0,29060.0,37190.0,48350.0,61170.0,,,2018
942,43-9080,Proofreaders and Copy Markers,broad,11420.0,5.2,19.43,40410.0,1.6,10.91,13.85,18.05,23.84,29.56,22700.0,28820.0,37550.0,49580.0,61480.0,,,2018
943,43-9081,Proofreaders and Copy Markers,detailed,11420.0,5.2,19.43,40410.0,1.6,10.91,13.85,18.05,23.84,29.56,22700.0,28820.0,37550.0,49580.0,61480.0,,,2018
944,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,18300.0,3.7,19.39,40340.0,3.2,11.61,14.55,18.58,23.59,28.74,24150.0,30270.0,38650.0,49070.0,59790.0,,,2018
945,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,29620.0,3.6,19.38,40310.0,0.7,12.28,15.01,18.55,23.2,28.19,25550.0,31220.0,38580.0,48260.0,58630.0,,,2018
946,47-4050,Highway Maintenance Workers,broad,146580.0,1.0,19.38,40300.0,0.3,12.12,14.98,18.61,23.2,27.88,25220.0,31160.0,38700.0,48250.0,57990.0,,,2018
947,47-4051,Highway Maintenance Workers,detailed,146580.0,1.0,19.38,40300.0,0.3,12.12,14.98,18.61,23.2,27.88,25220.0,31160.0,38700.0,48250.0,57990.0,,,2018
948,53-7120,"Tank Car, Truck, and Ship Loaders",broad,10300.0,13.1,19.37,40290.0,2.5,11.39,13.83,17.72,22.93,31.82,23700.0,28770.0,36860.0,47690.0,66180.0,,,2018
949,53-7121,"Tank Car, Truck, and Ship Loaders",detailed,10300.0,13.1,19.37,40290.0,2.5,11.39,13.83,17.72,22.93,31.82,23700.0,28770.0,36860.0,47690.0,66180.0,,,2018
950,49-9070,"Maintenance and Repair Workers, General",broad,1351210.0,0.4,19.37,40280.0,0.2,10.97,13.91,18.11,23.75,29.67,22820.0,28930.0,37670.0,49410.0,61720.0,,,2018
951,49-9071,"Maintenance and Repair Workers, General",detailed,1351210.0,0.4,19.37,40280.0,0.2,10.97,13.91,18.11,23.75,29.67,22820.0,28930.0,37670.0,49410.0,61720.0,,,2018
952,41-9099,"Sales and Related Workers, All Other",detailed,93860.0,1.7,19.32,40180.0,0.7,10.0,11.59,16.3,23.26,32.48,20810.0,24110.0,33890.0,48390.0,67560.0,,,2018
953,49-2010,"Computer, Automated Teller, and Office Machine Repairers",broad,100580.0,1.9,19.3,40140.0,0.6,11.34,14.05,18.13,23.43,29.36,23590.0,29220.0,37710.0,48730.0,61060.0,,,2018
954,49-2011,"Computer, Automated Teller, and Office Machine Repairers",detailed,100580.0,1.9,19.3,40140.0,0.6,11.34,14.05,18.13,23.43,29.36,23590.0,29220.0,37710.0,48730.0,61060.0,,,2018
955,53-6090,Miscellaneous Transportation Workers,broad,38460.0,3.8,19.25,40050.0,2.0,10.14,12.6,17.67,26.51,29.92,21100.0,26220.0,36760.0,55140.0,62240.0,,,2018
956,53-6099,"Transportation Workers, All Other",detailed,38460.0,3.8,19.25,40050.0,2.0,10.14,12.6,17.67,26.51,29.92,21100.0,26220.0,36760.0,55140.0,62240.0,,,2018
957,51-4052,"Pourers and Casters, Metal",detailed,7600.0,6.0,19.2,39930.0,1.3,12.4,14.92,18.37,22.95,27.96,25780.0,31040.0,38210.0,47730.0,58160.0,,,2018
958,43-4180,Reservation and Transportation Ticket Agents and Travel Clerks,broad,148220.0,2.5,19.16,39850.0,0.9,10.79,12.97,17.44,26.3,29.55,22440.0,26990.0,36280.0,54710.0,61460.0,,,2018
959,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,detailed,148220.0,2.5,19.16,39850.0,0.9,10.79,12.97,17.44,26.3,29.55,22440.0,26990.0,36280.0,54710.0,61460.0,,,2018
960,47-5070,"Roustabouts, Oil and Gas",broad,48140.0,4.1,19.16,39850.0,0.8,12.78,14.69,17.77,22.65,28.39,26580.0,30550.0,36960.0,47110.0,59050.0,,,2018
961,47-5071,"Roustabouts, Oil and Gas",detailed,48140.0,4.1,19.16,39850.0,0.8,12.78,14.69,17.77,22.65,28.39,26580.0,30550.0,36960.0,47110.0,59050.0,,,2018
